eventid	winner	players	playerid	deckname	deckcost	sidebarcost
14882	False	8	289776	Knightfall	2837.28	58.39
14883	False	4	289785	Gw Tron	1121.2	91.52
14883	False	4	289784	Esper Spirit	2266.74	69.64
14884	True	8	289795	Elves	557.95	85.75
14884	False	8	289794	UR Storm	1386.46	190.17
14884	False	8	289793	Burn	1081.65	31.79
14884	False	8	289796	Red Deck Wins	1368.19	23.36
14884	False	8	289792	Junk	882.69	111.96
14884	False	8	289791	nan	993.65	89.47
14884	False	8	289790	Eldrazi Aggro	1087.97	55.1
14884	False	8	289789	Affinity	719.92	122.5
14885	True	8	289804	4 Color Copycat	438.47	32.97
14885	False	8	289801	Golgari Energy	465.1	50.66
14885	False	8	289799	Temur Dynavolt	358.04	10.42
14885	False	8	289800	Temur Dynavolt	327.17	11.47
14885	False	8	289798	4 Color Prrru Prru	456.5	43.91
14885	False	8	289802	Jund Energy	374.74	80.45
14886	False	8	289813	Temur Dynavolt	157.55	21.38
14886	False	8	289812	Izzet Dynavolt	173.74	52.7
14886	False	8	289805	CopyCat	212.2	45.19
14886	False	8	289806	CopyCat	195.13	35.68
14886	False	8	289807	Temur Dynavolt	157.69	8.78
14886	False	8	289808	nan	341.95	40.38
14888	False	4	289824	Doran	9008.53	414.89
14891	True	1	289833	Paradoxical Storm 	105406.34	323.69
14892	True	8	289834	Merfolk	1003.46	32.19
14892	False	8	289835	Deaths Shadow	1549.68	73.17
14892	False	8	289836	Blue Moon	1305.47	59.61
14892	False	8	289837	Affinity	723.79	199.55
14892	False	8	289838	Chord Toolbox	1711.93	77.88
14892	False	8	289839	Eldritch Toolbox	1801.96	90.45
14892	False	8	289841	Deaths Shadow	1227.04	93.38
14893	True	8	289851	Zurgo Bellstriker	1087.13	31.42
14893	False	8	289848	Titania Protector Of Argoth	2732.35	512.28
14893	False	8	289847	Vendilion Clique	2708.82	373.58
14893	False	8	289845	Geist Of Saint Traft	6454.47	695.46
14893	False	8	289844	Grand Arbiter Augustin Iv	5431.49	292.23
14894	True	8	289863	Deaths Shadow	3139.88	66.34
14894	False	8	289862	Affinity	1522.83	49.38
14894	False	8	289867	Instant Reanimator	2513.89	239.42
14894	False	8	289864	Merfolk	2275.03	86.05
14894	False	8	289865	UrzaTron	1066.07	55.56
14894	False	8	289860	Deaths Shadow	3089.85	0
14895	True	2	289870	Painter	4657.93	149.83
14896	False	8	289878	Elves	9247.78	172.75
14896	False	8	289877	Burn	2739.08	161.32
14896	False	8	289875	Burn	2176.53	144.14
14896	False	8	289874	Omni  Show	9189.54	111.09
14896	False	8	289872	Dark Depths	7168.62	424.91
14896	False	8	289873	Sneak Show	12246.16	223.82
14897	True	8	289881	Eldra Tron	874.64	60.37
14897	False	8	289887	Gr Tron	1241.83	122.62
14897	False	8	289885	Bant	2736.83	69.48
14897	False	8	289884	UrzaTron	1205.05	131.35
14897	False	8	289883	nan	2400.65	64.73
14897	False	8	289882	Junk	1947.06	141.47
14897	False	8	289880	Deaths Shadow	3149.91	77.65
14898	True	8	289890	4color Saheeli	427.99	40.0
14898	False	8	289891	Gb Snek	538.46	10.09
14898	False	8	289893	Temur Dynavolt	359.23	11.62
14898	False	8	289895	Fourcolor Saheeli	509.44	48.54
14898	False	8	289888	Golgari Aggro	547.85	29.14
14899	True	8	289901	CopyCat	216.38	83.93
14899	False	8	289902	Golgari Constrictor	216.62	16.37
14899	False	8	289903	Emerge	143.71	55.85
14899	False	8	289904	CopyCat	215.99	52.83
14899	False	8	289905	CopyCat	212.2	45.19
14899	False	8	289897	Temur Dynavolt	147.65	10.21
14900	True	8	289911	Br Reanimator	10394.47	115.61
14900	False	8	289906	Infect	12461.54	282.31
14900	False	8	289910	Elves	9388.45	127.31
14900	False	8	289913	Lands	13206.96	311.28
14900	False	8	289908	Ant	19744.51	122.8
14900	False	8	289907	Miracles	16828.52	180.93
14900	False	8	289909	Miracles	16911.55	196.12
14901	True	8	289920	Sneak Show	5763.91	287.12
14901	False	8	289918	Miracles	9051.74	249.56
14901	False	8	289919	4c Midrange	12867.58	194.38
14901	False	8	289917	Miracles	8285.71	137.86
14901	False	8	289914	Dredge	1438.99	392.58
14901	False	8	289915	Eldrazi Aggro	1602.07	105.73
14902	True	4	289930	Rg Tron	1204.81	62.97
14902	False	4	289928	Bg Tron	1121.95	62.68
14902	False	4	289929	Junk Flayer	2322.84	103.61
14903	True	8	289934	Tooth and Nail	1147.36	119.26
14903	False	8	289932	Ad Nauseam	399.12	145.88
14903	False	8	289933	Hatebear	287.74	33.06
14903	False	8	289931	Valakut	1366.01	57.33
14903	False	8	289937	Bushwhacker Zoo	1229.41	59.8
14903	False	8	289938	Infect	1235.38	48.28
14904	False	8	289947	Jund Energy	398.17	60.15
14904	False	8	289946	4 Color Copycat	484.03	64.96
14904	False	8	289945	Golgari Constrictor	582.46	72.13
14904	False	8	289941	4 Color Copycat	414.56	50.44
14904	False	8	289944	4 Color Copycat	433.75	44.92
14904	False	8	289942	Izzet Emerge	301.64	13.05
14905	False	4	289950	4c Copycat	450.13	46.16
14905	False	4	289952	4c Copycat	534.2	82.76
14907	False	8	289969	Dredge	1491.74	400.45
14907	False	8	289966	Burn	2542.0	35.45
14907	False	8	289967	Miracles	19425.94	210.68
14907	False	8	289964	Storm	20741.79	1011.77
14910	True	2	289991	Merfolk 	3259.08	183.08
14910	False	2	289992	Eldrazi Colorless	2809.1	383.26
14911	True	8	289994	White Eldrazi	5468.6	312.7
14911	False	8	290000	Death And Taxes	2367.1	95.74
14911	False	8	289993	Miracles	16770.41	152.67
14911	False	8	289997	Abzan	8474.03	400.96
14911	False	8	289998	Food Chain	18056.47	154.73
14911	False	8	289996	Omnitell	10369.13	351.17
14911	False	8	289995	Painter	4411.87	101.39
14912	True	8	290003	Jund	503.1	35.86
14912	False	8	290002	Bg Aggro	559.2	54.04
14912	False	8	290001	Jeskai Saheeli	453.44	39.58
14912	False	8	290005	Mardu Vehicles	717.76	33.86
14912	False	8	290007	Bg Aggro	591.33	83.2
14912	False	8	290008	Fourcolor Saheeli	534.2	82.76
14913	False	8	290014	4c Saheeli	463.82	65.5
14913	False	8	290012	4c Saheeli	474.78	60.15
14915	True	2	290027	nan	100301.3	88.53
14916	True	8	290035	Burn	712.26	30.23
14916	False	8	290036	Show and Tell	14396.98	281.29
14916	False	8	290034	Stoneblade	13586.09	120.14
14916	False	8	290033	nan	27319.51	188.4
14916	False	8	290031	Aluren	19467.98	352.28
14917	True	8	290042	Temur Dynavolt Tower	325.43	19.86
14917	False	8	290040	Fourcolor Saheeli	543.51	49.7
14917	False	8	290037	Fourcolor Saheeli	499.35	37.28
14918	True	8	290050	Food Chain	15675.05	125.44
14918	False	8	290047	Death  Taxes	2377.74	89.17
14918	False	8	290045	Food Chain	17923.5	149.37
14918	False	8	290051	Truename Bug	22755.33	436.94
14918	False	8	290052	Ub Tezzerator	18425.06	250.78
14919	False	8	290054	Lantern Control	951.48	59.2
14919	False	8	290055	Affinity	727.57	133.76
14919	False	8	290056	Red Deck Wins	1362.0	68.22
14919	False	8	290057	Eldra Tron	433.36	315.76
14919	False	8	290058	Deaths Shadow	1988.04	25.02
14919	False	8	290059	UR Storm	1321.57	237.93
14919	False	8	290060	Collected Bant	1371.02	38.76
14920	True	2	290063	Bg	575.64	28.42
14920	False	2	290064	Temur Tower	325.97	12.45
14921	True	7	290065	CopyCat	475.19	54.25
14921	False	7	290080	CopyCat	421.23	19.37
14921	False	7	290077	Golgari Constrictor	521.86	72.2
14924	False	8	290098	Storm	9722.69	146.38
14924	False	8	290099	Dragon Stompy	2000.67	202.67
14924	False	8	290102	Elves	5154.79	425.01
14924	False	8	290103	BR Reanimator	5234.23	83.41
14925	True	8	290106	Rg Ponza	2847.19	62.57
14925	False	8	290107	Jund	2840.36	78.72
14925	False	8	290109	Moon Rats	3153.11	70.65
14925	False	8	290108	Rg Valakut Experiment 	2695.22	31.2
14925	False	8	290110	Bant Eldrazi 	2124.95	49.52
14925	False	8	290111	Eldrazi Tron 	1147.96	357.62
14925	False	8	290112	Eldrazi Tron 	1373.61	63.57
14925	False	8	290113	Infect	2563.41	61.62
14926	True	8	290123	Eldra Tron	782.46	84.51
14926	False	8	290114	Red Deck Wins	1362.0	66.15
14926	False	8	290121	UR Storm	830.91	185.01
14926	False	8	290120	UW Control	712.11	39.44
14926	False	8	290119	Deaths Shadow	1212.35	81.58
14926	False	8	290118	Eldrazi Aggro	926.45	49.47
14926	False	8	290117	Eldra Tron	341.5	276.49
14927	False	4	290127	Mardu Ballista	712.24	21.55
14927	False	4	290125	Grixis Control	408.51	18.29
14927	False	4	290124	Temur Towers	324.44	20.28
14928	True	8	290129	Bg Constrictor	476.46	39.35
14928	False	8	290130	4c Tower	387.09	34.81
14928	False	8	290131	Bg Constrictor	512.64	18.48
14928	False	8	290134	Temur Dynavolt	325.75	10.67
14929	True	6	290143	Temur Tower	172.37	26.12
14929	False	6	290139	CopyCat	201.98	46.16
14929	False	6	290141	CopyCat	202.06	55.9
14929	False	6	290142	Golgari Constrictor	191.22	28.87
1493	True	5	211728	CawBlade	1327.84	18.72
1493	False	5	211729	Kozilek CawBlade	1260.61	17.79
1493	False	5	211730	Boros Landfall	1264.46	75.58
1493	False	5	211731	BUG Control	1564.85	13.5
1493	False	5	211732	Kozilek CawBlade	1518.82	28.04
14930	True	4	290149	Rb Reanimator	10824.92	140.11
14930	False	4	290150	Omnitell	11755.32	367.61
14930	False	4	290155	Burn	1838.7	154.53
14930	False	4	290156	Sneak And Show	11760.68	281.09
14931	True	8	290158	Golgari Constrictor	245.17	12.33
14931	False	8	290160	CopyCat	212.2	63.24
14931	False	8	290161	Marvelous Energy	263.35	50.82
14931	False	8	290163	nan	230.8	16.56
14932	True	8	290175	Eldrazi Aggro	3788.29	202.34
14932	False	8	290168	Death  Taxes	2295.75	81.91
14932	False	8	290169	4c Control	25645.61	149.3
14932	False	8	290170	Dragon Stompy	4370.19	60.37
14932	False	8	290171	Miracles	16920.15	271.44
14932	False	8	290172	Miracles	16889.14	182.86
14932	False	8	290173	Miracles	18098.83	196.39
14932	False	8	290174	Elves	11738.52	469.0
14933	False	8	290182	Miracles	8968.23	249.56
14933	False	8	290179	Food Griffin	8962.92	288.24
14933	False	8	290178	Show and Tell	7057.84	281.29
14933	False	8	290176	Eldrazi Aggro	2691.87	209.49
14934	False	8	290188	Storm	19482.71	79.74
14934	False	8	290189	BR Reanimator	10556.21	90.32
14934	False	8	290191	Miracles	11737.9	213.7
14935	True	8	290203	Eldra Tron	693.13	67.33
14935	False	8	290195	Junk	823.37	44.27
14935	False	8	290202	Burn	1370.15	29.14
14935	False	8	290201	Dredge	958.08	162.13
14935	False	8	290199	Valakut	1092.56	51.98
14935	False	8	290200	UrzaTron	528.77	67.73
14935	False	8	290194	Eldrazi Aggro	821.73	90.19
14935	False	8	290198	Creatures Toolbox	1359.94	56.94
14936	True	8	290213	Golgari Constrictor	223.46	34.39
14936	False	8	290208	Temur Dynavolt	157.09	11.12
14936	False	8	290207	Golgari Constrictor	239.97	51.28
14936	False	8	290206	Rakdos Aggro	133.25	21.35
14936	False	8	290211	CopyCat	201.98	98.23
14937	True	8	290217	CopyCat	201.98	51.75
14937	False	8	290218	Marvelous Energy	237.78	9.75
14937	False	8	290223	Golgari Control	250.08	42.1
14937	False	8	290222	Temur Dynavolt	160.06	18.53
14937	False	8	290221	Mardu Aggro	341.95	33.86
14937	False	8	290220	Temur Dynavolt	171.32	20.79
14937	False	8	290219	Golgari Constrictor	254.1	27.52
14937	False	8	290214	CopyCat	201.98	49.19
14938	False	8	290232	CopyCat	228.26	49.49
14938	False	8	290233	Golgari Constrictor	239.0	4.68
14938	False	8	290228	Golgari Constrictor	250.01	19.08
14938	False	8	290226	Temur Dynavolt	157.25	32.24
14939	True	2	290234	Talrand	1552.97	163.64
1494	True	4	211733	CawBlade	1435.73	68.6
1494	False	4	211734	UW Control	1093.05	23.26
1494	False	4	211735	CawBlade	1501.92	22.5
1494	False	4	211736	Kozilek CawBlade	1446.36	8.91
14940	True	1	290237	Miracles	16963.11	250.83
14941	True	8	290241	Goblins	2301.67	420.75
14941	False	8	290242	Esper Stoneblade	23356.44	152.68
14941	False	8	290244	Merfolk	3921.24	428.19
14941	False	8	290245	Aluren	15514.7	269.46
14941	False	8	290240	Merfolk	3517.3	164.89
14941	False	8	290239	Shardless Opposition	19541.33	999.29
14941	False	8	290238	Snead And Show	14491.13	199.4
14942	True	8	290248	Grixis Control	3345.0	103.22
14942	False	8	290249	Tracking Emrakul	2869.51	46.97
14942	False	8	290250	Affinity	1589.97	158.46
14942	False	8	290247	Sun  Moon	1950.97	99.04
14942	False	8	290251	Abzan Company	2773.57	65.15
14942	False	8	290246	Naya Burn	2550.88	29.97
14942	False	8	290252	Naya Burn	2787.92	24.53
14942	False	8	290253	Naya Burn	2387.78	33.08
14943	True	8	290255	Rg Tron	1194.52	42.75
14943	False	8	290256	Infect 	2561.18	65.86
14943	False	8	290257	Naya Burn 	2026.74	31.07
14943	False	8	290258	Gw Tron	1105.22	43.76
14943	False	8	290260	Bant Eldrazi 	2073.11	57.18
14943	False	8	290261	Naya Burn	2330.65	34.17
14943	False	8	290254	Eldrazi Tron 	931.17	81.28
14944	True	8	290263	Jund	1266.17	103.35
14944	False	8	290271	Ad Nauseam	594.46	107.16
14944	False	8	290269	Bushwhacker Zoo	1550.38	37.24
14944	False	8	290268	Eldrazi Aggro	1195.43	38.85
14944	False	8	290267	UrzaTron	660.52	253.42
14944	False	8	290266	Creatures Toolbox	1412.53	48.43
14947	True	4	290278	Infect	12302.39	228.27
14947	False	4	290277	Bantblade	20348.01	146.85
14947	False	4	290280	Shardless Bug	22951.25	275.81
14948	True	8	290281	The Gitrog Monster	4759.65	736.44
14948	False	8	290283	Prossh Skyraider Of Kher	8375.57	224.5
14948	False	8	290284	Breya Etherium Shaper	17703.33	1298.37
14948	False	8	290287	Saskia The Unyielding	15154.29	1050.22
14948	False	8	290286	Titania Protector Of Argoth	2574.81	529.74
1495	True	3	211737	CawBlade	1503.02	31.59
1495	False	3	211738	UB Control	1163.62	18.82
1495	False	3	211739	Valalkut Ramp	998.48	33.81
14950	False	8	290306	Temur Tower	341.67	22.99
14950	False	8	290303	4csaheeli	437.96	48.78
14950	False	8	290299	4csaheeli	410.64	20.28
14950	False	8	290301	4csaheeli	489.76	47.81
14950	False	8	290300	Bg Constrictor	549.86	24.84
14951	False	8	290337	CopyCat	214.14	84.42
14951	False	8	290335	CopyCat	209.42	54.31
14951	False	8	290324	CopyCat	209.42	54.31
14951	False	8	290325	CopyCat	225.72	104.1
14951	False	8	290334	Mardu Aggro	299.92	34.35
14952	True	10	290343	CopyCat	467.21	30.65
14952	True	10	290341	CopyCat	448.2	30.94
14952	True	10	290342	CopyCat	448.56	48.14
14952	True	10	290346	Golgari Constrictor	411.55	29.11
14952	True	10	290348	Marvelous Temur	527.76	23.96
14952	True	10	290347	Rakdos Aggro	253.34	57.13
14952	True	10	290345	Temur Tower	361.32	16.33
14953	False	8	290379	CopyCat	496.02	44.56
14953	False	8	290369	CopyCat	448.41	44.44
14953	False	8	290371	CopyCat	471.65	66.12
14953	False	8	290372	Marvelous Energy	563.32	58.25
14953	False	8	290373	Golgari Constrictor	525.46	31.29
14953	False	8	290374	Golgari Delirium	549.27	24.62
14954	False	8	290383	Death And Taxes	2241.11	84.24
14954	False	8	290381	Shardless Sultai	22140.11	330.76
14954	False	8	290382	Sneak And Show	11895.94	244.12
14954	False	8	290387	4 Color Control	31475.55	217.66
14954	False	8	290388	Belcher	5596.43	82.83
14954	False	8	290384	Infect	10508.84	293.78
14955	True	8	290396	Naya Burn	2156.05	21.28
14955	False	8	290392	Esper Control	2969.11	100.17
14955	False	8	290391	Abzan Company	2758.67	52.62
14955	False	8	290390	Abzan	1747.04	128.09
14955	False	8	290393	Burningtree Zoo	3227.22	27.66
14955	False	8	290394	Lantern Control	2006.19	88.76
14957	True	4	290408	4c Copycat	376.95	27.83
14957	False	4	290407	4c Copycat	466.14	62.17
14957	False	4	290405	4c Copycat	474.41	44.6
14957	False	4	290406	Sulta Contrl	602.65	33.53
14958	False	8	290415	Dredge	3144.13	500.76
14958	False	8	290410	Loam	14021.85	2327.49
14958	False	8	290414	True Name BUG	23072.25	222.6
14958	False	8	290413	BR Reanimator	11857.67	114.91
14958	False	8	290409	Elves	12138.49	258.49
14958	False	8	290412	Miracles	20213.12	221.69
14958	False	8	290411	MUD Post	8010.69	183.53
14959	True	8	290424	Ant	18087.23	141.2
14959	False	8	290423	Esper Stoneblade	23396.72	121.3
14959	False	8	290420	Bug Tnn	22455.44	220.47
14959	False	8	290419	Infect	12906.28	193.99
14959	False	8	290417	Death And Taxes	1883.79	125.51
14959	False	8	290421	Elves	9837.97	261.22
14959	False	8	290422	Goblins	6874.78	405.97
14959	False	8	290418	Grixis Control	21248.71	91.33
1496	True	6	211740	CawBlade	1435.73	68.6
1496	False	6	211741	CawBlade	1497.86	32.79
1496	False	6	211742	UB Control	1176.1	19.44
1496	False	6	211743	Valalkut Ramp	705.01	25.11
1496	False	6	211744	CawBlade	1455.16	23.1
1496	False	6	211745	CawBlade	1430.92	26.4
14960	True	8	290437	Miracles	8337.67	183.81
14960	False	8	290435	Miracles	6933.17	291.93
14960	False	8	290436	Miracles	8313.5	218.19
14960	False	8	290433	Lands	9007.38	2308.16
14960	False	8	290440	BR Reanimator	5868.29	115.26
14960	False	8	290439	Miracles	7187.75	252.35
14960	False	8	290430	Elves	5043.75	436.21
14961	True	8	290448	Deaths Shadow	1261.26	115.4
14961	False	8	290450	Junk	833.8	48.58
14961	False	8	290441	Dredge	1043.01	164.96
14961	False	8	290443	Bloomless Titan	439.79	86.73
14961	False	8	290444	Eldra Tron	425.06	363.46
14961	False	8	290445	Burn	1340.2	36.32
14962	False	8	290451	CopyCat	221.83	95.11
14962	False	8	290453	Golgari Constrictor	235.42	4.68
14962	False	8	290455	CopyCat	216.32	40.81
14962	False	8	290456	Grixis Improvise	152.61	33.92
14962	False	8	290457	Temur Dynavolt	157.54	10.67
14962	False	8	290458	Golgari Constrictor	235.42	4.68
14964	True	8	290471	4c Copycat	498.0	77.09
14964	False	8	290478	4c Copycat	493.46	42.91
14964	False	8	290476	Jund Energy	437.5	6.83
14964	False	8	290473	4c Copycat	470.95	42.29
14965	True	8	290486	Rg Energy	156.5	47.79
14965	False	8	290485	Temur Tower	325.51	12.04
14965	False	8	290484	4c Copycat	552.97	100.73
14965	False	8	290479	Jeskai Copycat	484.75	22.29
14965	False	8	290480	Jeskai Tower	271.95	14.43
14965	False	8	290482	Mardu Ballista	612.8	34.65
14966	True	7	290495	Golgari Constrictor	233.39	10.22
14966	False	7	290494	Mardu Aggro	314.45	84.35
14966	False	7	290490	CopyCat	282.95	41.42
14966	False	7	290491	Eldrazi Mardu	232.94	43.88
14966	False	7	290492	Golgari Constrictor	258.55	34.01
14966	False	7	290489	Temur Dynavolt	164.2	21.38
14967	True	8	290496	Eldrazi Aggro	2737.68	311.84
14967	False	8	290497	Omnishow	4697.83	527.31
14967	False	8	290499	Shardless Bug	23155.9	207.86
14967	False	8	290498	Soldiers	2825.68	64.8
14967	False	8	290502	Mud	8043.6	74.12
14967	False	8	290503	Sneak  Show	12438.82	127.32
14969	True	8	290517	Instant Reanimator	733.63	213.95
14969	False	8	290516	Red Deck Wins	1344.66	25.58
14969	False	8	290515	Red Deck Wins	1392.04	32.24
14969	False	8	290514	Deaths Shadow	1917.71	85.49
14969	False	8	290523	Ad Nauseam	342.92	183.0
14969	False	8	290520	Boros Nahiri	948.02	97.32
1497	True	5	211746	CawBlade	1488.3	40.81
1497	False	5	211747	Valakut Ramp	992.45	44.06
1497	False	5	211748	Br Vampires	661.42	16.17
1497	False	5	211749	UW Control	1097.8	28.02
1497	False	5	211750	CawBlade	1429.87	44.05
14970	True	4	290531	Aluren	20899.85	239.05
14970	False	4	290530	Infect	12027.92	272.26
14970	False	4	290529	Death  Taxes	2361.31	103.24
14970	False	4	290528	Lands	13741.39	211.49
14971	True	8	290539	Jund	13235.87	114.78
14971	False	8	290538	Turbo Depths	7160.06	148.12
14971	False	8	290535	Death And Taxes	2162.7	90.12
14971	False	8	290537	Miracles	19523.58	322.76
14971	False	8	290533	Eldrazi	3459.17	99.18
14971	False	8	290532	Eldrazi	2774.03	89.48
14971	False	8	290536	Junk	11434.02	74.51
14971	False	8	290534	Merfolks	3528.69	354.47
14972	True	8	290541	Ant	16831.82	1278.72
14972	False	8	290542	Dredge	3305.6	211.33
14972	False	8	290544	Ant	22627.58	205.68
14972	False	8	290545	Death  Tax	2270.47	98.05
14972	False	8	290546	Maverick	11293.36	223.22
14972	False	8	290540	Show And Tell	10034.24	97.01
14972	False	8	290547	Ur Control	13432.75	233.79
14973	True	8	290555	Dredge	3305.6	211.33
14973	False	8	290554	Food Griffin	24489.75	187.62
14973	False	8	290552	Gw Revolt	8113.15	109.78
14973	False	8	290553	Miracles	19301.08	230.63
14973	False	8	290550	12post	10023.44	107.96
14973	False	8	290548	Pox	9587.87	870.02
14973	False	8	290551	Show And Tell	10147.93	210.7
14975	True	8	290570	Burn	1421.32	33.98
14975	False	8	290569	Deaths Shadow	1531.11	58.74
14975	False	8	290567	UW Control	556.97	87.2
14975	False	8	290568	Merfolk	963.11	75.23
14975	False	8	290566	Ad Nauseam	492.04	104.09
14975	False	8	290565	Instant Reanimator	733.63	213.95
14975	False	8	290564	Merfolk	1041.19	29.18
14975	False	8	290571	Deaths Shadow	1587.9	78.47
14976	True	8	290578	4 Color Copycat	453.16	49.19
14976	False	8	290579	Golgari Constrictor	559.84	24.01
14976	False	8	290580	Golgari Eldrazi	389.6	47.23
14976	False	8	290574	Golgari Constrictor	533.74	12.83
14976	False	8	290575	Golgari Energy Aggro	448.59	28.1
14977	True	4	290584	Geist Of Saint Traft	7653.0	1132.43
14977	False	4	290582	Narset Enlightened Master	10341.96	365.85
14977	False	4	290583	Baral	3482.51	642.1
14978	True	4	290588	Saskia The Unyielding	14573.94	498.44
14978	False	4	290587	Saskia The Unyielding	9554.6	417.41
14978	False	4	290586	Selvala	2895.55	556.83
14979	True	8	290598	Death  Taxes	1127.8	99.52
14979	False	8	290597	Miracles	8353.14	187.16
14979	False	8	290596	Miracles	8339.46	239.53
14979	False	8	290595	Miracles	8339.99	215.31
14979	False	8	290594	Miracles	8324.36	274.46
14979	False	8	290593	Eldrazi Aggro	1696.26	90.13
1498	True	3	211751	Kuldotha Red	1049.42	16.11
1498	False	3	211752	Boros Landfall	1320.97	74.81
1498	False	3	211753	Eldrazi Green	728.81	51.44
14980	False	8	290605	Miracles	8300.35	301.51
14980	False	8	290604	Eldrazi Aggro	1696.26	89.41
14980	False	8	290603	Eldrazi Aggro	2691.87	209.49
14980	False	8	290602	Eldrazi Aggro	1592.22	115.58
14981	True	8	290618	UrzaTron	537.02	138.21
14981	False	8	290617	Valakut	1409.33	59.79
14981	False	8	290616	Deaths Shadow	1917.71	85.49
14981	False	8	290615	Merfolk	1095.75	25.85
14981	False	8	290614	Bushwhacker Zoo	1269.53	47.44
14981	False	8	290613	UR Storm	793.1	171.86
14981	False	8	290612	Red Deck Wins	1344.66	25.58
14981	False	8	290611	Burn	320.47	23.46
14982	False	8	290624	Vial Smasher The Fiercethrasios Triton Hero	16853.94	183.32
14982	False	8	290620	Geist Of Saint Traft	6333.12	629.06
14982	False	8	290619	Grand Arbiter Augustin Iv	4659.4	151.45
1499	True	4	211754	CawBlade	1578.01	15.93
1499	False	4	211755	CawBlade	1501.92	22.5
1499	False	4	211756	BUG Control	1369.74	48.46
1499	False	4	211757	CawBlade	1904.36	456.86
14991	True	8	290657	Dark Bant	27504.93	410.82
14991	False	8	290656	Storm	19766.02	89.04
14991	False	8	290655	BR Reanimator	17216.02	401.25
14991	False	8	290654	Eldrazi Aggro	3300.02	115.58
14991	False	8	290650	Burn	712.26	30.23
14992	True	8	290658	Golgari Constrictor	266.7	24.21
14992	False	8	290659	Golgari Constrictor	191.46	36.86
14992	False	8	290660	CopyCat	202.06	86.99
14992	False	8	290661	Marvelous Energy	234.79	38.58
14992	False	8	290662	CopyCat	209.67	55.18
14993	True	8	290670	Miracles	19385.33	170.22
14993	False	8	290669	Bug Aggro	22974.0	351.72
14993	False	8	290675	Esper Stoneblade	23445.51	183.9
14993	False	8	290668	Gw Revolt	8084.4	81.03
14993	False	8	290674	Death  Taxes	2353.29	79.66
14993	False	8	290673	Lands	14622.78	206.35
14993	False	8	290671	Ur Control	13432.75	233.79
14994	False	8	290680	Marvelous Energy	249.07	17.37
14994	False	8	290685	CopyCat	204.13	53.97
14994	False	8	290684	CopyCat	217.28	36.63
14994	False	8	290678	CopyCat	216.32	24.91
14997	True	8	290706	Show and Tell	4446.25	195.69
14997	False	8	290705	Miracles	8337.67	271.44
14997	False	8	290704	Dredge	1274.87	223.56
14997	False	8	290703	Miracles	8337.67	185.14
14997	False	8	290699	Eldrazi Aggro	1696.26	89.41
14998	True	8	290716	Valakut	1341.16	62.86
14998	False	8	290715	Hatebear	255.85	60.54
14998	False	8	290714	Deaths Shadow	1394.49	60.05
14998	False	8	290713	Merfolk	921.65	65.86
14998	False	8	290712	Dredge	926.18	162.83
14998	False	8	290711	Deaths Shadow	1598.34	64.52
14998	False	8	290710	Eldrazi Aggro	988.13	43.6
14998	False	8	290709	Instant Reanimator	733.63	204.72
14999	True	8	290726	CopyCat	205.65	85.57
14999	False	8	290725	Marvelous Energy	273.62	19.83
14999	False	8	290718	Eldrazi Aggro	264.43	23.4
14999	False	8	290719	CopyCat	209.39	77.08
14999	False	8	290721	Golgari Constrictor	224.93	14.38
150	True	8	111634	White Stax	9655.7	165.89
150	False	8	111636	Landstill	40370.54	77.41
150	False	8	111638	Mono Black Aggro	1463.08	99.62
150	False	8	111641	Threshold	22674.88	156.92
150	False	8	111644	Baseruption	26661.93	85.98
150	False	8	111645	Landstill	22496.84	239.06
150	False	8	111643	UW Tog	17562.83	145.38
150	False	8	111642	WW	2116.03	649.71
1500	True	8	211760	CawBlade	1554.07	24.09
1500	False	8	211761	CawBlade	1576.33	21.44
1500	False	8	211762	CawBlade	1504.89	71.59
1500	False	8	211763	CawBlade	1424.73	18.24
1500	False	8	211764	CawBlade	1658.15	20.98
1500	False	8	211765	CawBlade	1511.15	70.87
1500	False	8	211766	UG Fauna	2678.62	19.79
1500	False	8	211767	CawBlade	1459.13	21.37
15000	True	1	290727	MUD	77634.72	1348.39
15001	False	8	290729	Dark Bant	13093.6	168.43
15001	False	8	290730	Food Griffin	9661.19	450.15
15001	False	8	290733	Burn	341.02	30.23
15001	False	8	290732	Miracles	7187.75	239.91
15001	False	8	290731	Miracles	8337.67	185.14
15001	False	8	290737	Miracles	8324.36	271.44
15001	False	8	290736	Miracles	8337.67	185.14
15002	True	2	290739	Saskias Unyielding Zoo	13969.92	196.17
15003	True	8	290751	Nins Combo Punishment	7933.33	296.25
15003	False	8	290750	Breya Contrle	18420.12	433.27
15003	False	8	290742	Breya Combo	19962.75	1328.95
15003	False	8	290741	Geist Of St Traft	9303.41	811.78
15004	False	8	290754	4 Color Saheeli	494.71	66.44
15004	False	8	290755	4 Color Saheeli	512.7	84.42
15004	False	8	290756	Gb Memes	468.74	6.98
15004	False	8	290753	4c Saheeli 	525.57	71.4
15004	False	8	290752	4c Saheeli	498.0	77.09
15004	False	8	290759	Marcus Vehicles	723.69	39.78
15005	True	8	290766	Rg Marvel	526.14	10.24
15005	False	8	290762	4c Copy Cat	471.67	48.92
15005	False	8	290761	4c Copy Cat	429.84	39.97
15005	False	8	290760	Gb Constrictor	469.57	5.0
15005	False	8	290765	Green Black	495.96	32.81
