eventid	winner	players	playerid	deckname	deckcost	sidebarcost
15006	True	8	290768	Deaths Shadow Jund	2838.1	72.99
15006	False	8	290770	Bant Eldrazi	2252.94	41.39
15006	False	8	290771	Bant Knightfall	2814.58	55.69
15006	False	8	290773	Izzet Baral Storm	1420.62	211.94
15006	False	8	290775	Kiki  Chord	3698.8	133.74
15006	False	8	290774	Martyr Life	1091.5	91.44
15006	False	8	290772	Selesnya Tron	1158.94	54.75
15007	True	8	290782	Eldrazi Tron	1256.6	387.73
15007	False	8	290783	Ur Gifts Storm	1734.83	205.02
15007	False	8	290781	Deaths Shadow Jund	3371.02	70.81
15007	False	8	290779	Naya Burn	2242.08	27.12
15007	False	8	290778	Bogles	1621.98	42.91
15007	False	8	290777	Bant Spirits	2647.25	88.77
15007	False	8	290776	Deaths Shadow Jund	3270.06	73.38
15008	False	7	290785	Deaths Shadow	1566.71	61.8
15008	False	7	290787	Affinity	715.8	118.06
15008	False	7	290788	Dredge	1078.78	82.47
15008	False	7	290789	Eldrazi Aggro	988.13	43.6
15008	False	7	290792	Dredge	1043.01	164.96
15008	False	7	290784	Lantern Control	913.57	79.27
15009	True	8	290795	Belcher	2754.4	77.37
15009	False	8	290796	Miracles	7326.14	174.94
15009	False	8	290802	Miracles	8953.57	233.12
15009	False	8	290798	Miracles	8337.67	183.81
15009	False	8	290801	Lands	6502.91	312.77
15009	False	8	290800	Miracles	8324.36	271.44
15009	False	8	290799	BUG Control	12480.01	292.43
15009	False	8	290797	Sneak Show	6011.17	322.5
1501	True	8	211776	Mono U Merfolk	2841.68	138.25
1501	False	8	211777	Zenith Horizon	13605.55	157.82
1501	False	8	211778	Intuitive Elves	16310.55	193.05
1501	False	8	211779	Brw Aggro	17847.49	202.12
1501	False	8	211780	Mono U Merfolk	2877.89	148.02
1501	False	8	211781	Pro Zenith Bant	19745.35	165.59
1501	False	8	211782	Stiflenought CounterTop 	26713.89	153.04
1501	False	8	211783	RUG Stiflenought	15308.12	271.67
15010	False	7	290810	Storm	9838.49	89.04
15010	False	7	290808	Food Griffin	8962.92	565.41
15010	False	7	290803	Pikula	6470.93	235.51
15010	False	7	290804	Miracles	8510.53	273.15
15011	True	2	290813	Merfolk	2365.73	95.35
15011	False	2	290812	Death Shadow Jund	3228.06	81.0
15012	True	8	290821	Deaths Shadow	1958.21	72.95
15012	False	8	290815	Red Deck Wins	1369.92	47.5
15012	False	8	290816	Deaths Shadow	1368.34	60.12
15012	False	8	290817	Deaths Shadow	2222.18	60.17
15012	False	8	290814	The Rock	778.23	147.21
15012	False	8	290823	Deaths Shadow	1534.36	86.89
15012	False	8	290820	UW Control	971.39	40.63
15013	False	8	290824	CopyCat	229.9	34.32
15013	False	8	290831	Golgari Constrictor	215.22	20.45
15014	False	8	290840	Temur Tower	334.37	12.58
15014	False	8	290836	Jund	547.66	53.81
15015	True	12	290842	4c Copycat	495.25	66.98
15015	True	12	290844	CopyCat	497.44	76.53
15015	True	12	290853	Gruul Energy	124.0	39.57
15015	True	12	290843	Jund	614.9	10.1
15016	True	10	290854	CopyCat	498.04	69.77
15016	True	10	290855	CopyCat	469.45	48.46
15016	True	10	290856	CopyCat	473.27	24.14
15016	True	10	290858	CopyCat	465.88	42.14
15016	True	10	290861	CopyCat	436.1	12.51
15016	True	10	290862	CopyCat	505.18	79.0
15016	True	10	290859	Eldrazi Mardu	506.79	40.6
15016	True	10	290863	Golgari Constrictor	514.3	33.71
15016	True	10	290860	Jund	258.34	32.39
15016	True	10	290857	Sultai Delirium	516.68	34.76
15017	True	8	290871	Temur Tower	368.3	23.34
15017	False	8	290869	Golgari Constrictor	412.6	6.3
15017	False	8	290870	Golgari Delirium	577.6	24.73
15017	False	8	290864	CopyCat	525.0	31.92
15017	False	8	290866	CopyCat	554.26	45.54
15017	False	8	290867	CopyCat	537.3	57.98
15018	True	8	290874	Elves	1235.01	158.68
15018	False	8	290876	Eldrazi Aggro	2381.27	57.65
15018	False	8	290873	Elves	1239.42	153.99
15018	False	8	290872	Gr Tron	1242.68	75.09
15018	False	8	290879	Affinity	1640.19	188.22
15018	False	8	290875	Junk	1864.71	117.75
15018	False	8	290878	Mono Black Control	1816.12	77.14
15019	True	8	290887	4c Saheeli	513.54	85.07
15019	False	8	290886	4c Saheeli	462.67	56.06
15019	False	8	290884	Temur Marvel	594.77	24.46
15019	False	8	290885	Temur Tower	369.08	20.28
15019	False	8	290880	4c Saheeli	510.72	70.69
15020	False	8	290889	Baral Polymorph	2532.15	393.01
15020	False	8	290890	Gitrog	4917.33	678.17
15020	False	8	290893	Atraxa	17798.8	527.6
15020	False	8	290895	Geist	6879.45	795.03
15020	False	8	290892	Zurgo	680.39	78.49
15024	True	8	290932	Food Chain	15579.5	242.27
15024	False	8	290931	Miracle Control	16938.71	232.32
15024	False	8	290930	Miracle Control	19513.83	236.73
15024	False	8	290929	Thopter	15723.3	242.35
15024	False	8	290926	Ant	18708.38	179.72
15024	False	8	290927	Ant	17835.67	2256.57
15024	False	8	290925	Sneak Attack	12256.15	233.8
15024	False	8	290928	Thopter	15126.19	233.47
15025	True	1	290933	Eldrazi Aggro	66548.39	157.4
15028	False	8	290957	Grixis Delver	3316.34	74.56
15028	False	8	290956	Podless Melira	2981.2	75.46
15028	False	8	290954	Lantern Control	1926.23	55.15
15028	False	8	290955	Bant Eldrazi	2263.79	43.42
15028	False	8	290953	Bant Eldrazi	2222.76	48.27
15028	False	8	290952	Zooicide	2776.52	54.23
15029	True	8	290968	UW Control	683.72	98.32
15029	False	8	290969	Eldrazi Aggro	579.76	242.03
15029	False	8	290967	Deaths Shadow	1878.41	56.8
15029	False	8	290966	Valakut	1365.26	20.56
15029	False	8	290965	Deaths Shadow	1984.12	85.49
15029	False	8	290964	Dredge	1043.01	164.96
15029	False	8	290963	Eldra Tron	401.03	197.31
15029	False	8	290962	Affinity	701.72	78.11
1503	True	2	211784	MUD	79340.01	180.16
1503	False	2	211785	GAT	98130.55	236.57
15030	False	8	290972	Marvel Saheeli	399.73	35.05
15030	False	8	290973	4c Saheeli	526.36	98.56
15030	False	8	290976	4c Saheeli	449.99	33.06
15030	False	8	290974	Temur Marvel	521.13	6.35
15035	False	8	290992	Breya Etherium Shaper	20120.0	1192.3
15035	False	8	290989	Reyhanbruse	14976.02	693.75
15036	True	8	291000	Zurgo Bellstriker	658.13	36.79
15036	False	8	290999	Geist Of Saint Traft	7186.54	790.26
15036	False	8	290995	Baral Polymorph	2479.26	346.99
15037	False	8	291003	Temur Dynavolt	313.83	9.67
15037	False	8	291007	Temur Tower	334.24	16.17
15037	False	8	291006	nan	328.86	11.07
15037	False	8	291005	CopyCat	506.03	50.38
15038	True	8	291017	UR Storm	1815.98	223.25
15038	False	8	291016	Grixis Control	2998.78	170.12
15038	False	8	291015	Grixis Control	2952.72	97.94
15038	False	8	291014	Ad Nauseam	973.56	66.89
15038	False	8	291013	Hatebear	782.68	105.49
15038	False	8	291010	Hatebear	760.05	72.3
15038	False	8	291011	Hatebear	752.94	61.24
15039	True	8	291023	MUD	8450.68	177.52
15039	False	8	291024	Storm	18789.4	912.36
15039	False	8	291025	Tezzeret Control	25619.84	331.57
15039	False	8	291022	Stoneblade	31241.73	247.0
15039	False	8	291019	Storm	20594.01	1031.96
15039	False	8	291020	Stoneblade	24206.98	163.76
1504	True	8	211786	Spiral Tide	6439.72	263.18
1504	False	8	211787	MUD	8210.51	380.18
1504	False	8	211788	Zenith Zoo	12810.54	176.53
1504	False	8	211789	Dark Horizon	13055.87	76.41
1504	False	8	211790	Spiral Tide	3178.43	105.43
1504	False	8	211791	Thopters Countertop	21981.8	256.84
1504	False	8	211792	MUD	7802.11	169.59
1504	False	8	211793	Pro Zenith Bant	13306.25	76.93
15047	True	4	291058	Narset Enlightened Master	10406.28	348.88
15047	False	4	291057	Saskia The Unyielding	9554.6	417.41
15047	False	4	291055	Queen Marchesa	8783.86	324.04
15047	False	4	291054	Selvala Heart Of The Wilds	3163.47	415.67
15048	True	4	291061	Jund	3066.34	150.81
15048	False	4	291062	Gw Tron	1050.26	40.87
15048	False	4	291063	Hiasis Affinity	1523.13	54.49
15048	False	4	291064	Rg Scapeshift	2566.39	35.88
15049	False	8	291069	Elves	5859.32	317.36
15049	False	8	291070	BR Reanimator	5232.94	90.32
15049	False	8	291071	Miracles	6846.36	807.4
15049	False	8	291072	Miracles	8938.65	254.49
15049	False	8	291073	Eldrazi Aggro	1795.54	202.34
1505	True	4	211794	Ur Merfolk	14010.53	148.15
1505	False	4	211795	Bant aggro	16323.03	162.09
1505	False	4	211796	Team America	26277.18	293.97
1505	False	4	211797	Zenith Maverick	10373.96	393.7
15050	True	8	291084	Grixis Control	3166.9	63.13
15050	False	8	291083	Jund Deaths Shadow	3244.94	75.18
15050	False	8	291082	Monowhite Hatebears	642.3	69.65
15050	False	8	291078	Merfolk	2169.08	55.45
15050	False	8	291077	Titan Breach	2754.32	35.82
15050	False	8	291079	Abzan Company	3052.04	49.75
15050	False	8	291080	Eldrazi Tron	1396.22	105.79
15050	False	8	291081	Jeskai Geist	2374.88	81.92
15051	True	8	291091	Jeskai Nahiri	2326.85	55.06
15051	False	8	291090	Bant Eldrazi	2333.7	273.0
15051	False	8	291089	Redgreen Ponza	2843.93	35.92
15051	False	8	291087	Whiteblue Emeria Control	1328.18	44.37
15051	False	8	291086	Bant Eldrazi	2216.53	51.61
15051	False	8	291085	Dredge	2008.23	155.76
15051	False	8	291088	Fourcolor Gift Rites	2769.62	65.65
15051	False	8	291092	Redgreen Scapeshift	2399.24	40.46
15052	True	4	291098	4c Marvel	582.75	52.64
15052	False	4	291093	4c Saheeli	498.29	77.09
15052	False	4	291100	4c Saheeli	433.86	57.99
15053	False	8	291108	Imperial Painter	8238.25	150.85
15053	False	8	291107	Tin Fins	21838.78	1274.62
15053	False	8	291103	Bant Deathblade	23493.19	146.26
15053	False	8	291104	Miracles	14107.63	179.57
15053	False	8	291106	4c Control	31463.19	225.02
15053	False	8	291102	Leo Zoeckler	9160.14	2450.86
15053	False	8	291101	Death And Taxes	2308.28	78.99
15054	True	2	291111	Esper Control	410.91	49.27
15054	False	2	291112	Copycat	489.46	83.99
15055	True	8	291124	Br Reanimator	10190.55	100.98
15055	False	8	291123	Br Reanimator	9054.67	100.12
15055	False	8	291122	Mud Post	6043.48	137.53
15055	False	8	291121	Aggro Loam	16562.27	2076.26
15055	False	8	291120	Elves	9808.08	202.71
15055	False	8	291119	Dragon Stompy	2753.26	252.01
15055	False	8	291118	Mud Post	6192.32	150.1
15055	False	8	291117	Turbo Depths	2277.71	82.82
15058	True	8	291128	Aluren	17808.42	317.9
15058	False	8	291129	Eldrazi	3577.14	122.24
15058	False	8	291134	Stompy	3767.64	49.65
15058	False	8	291127	Turbo Depths	5565.31	394.66
15058	False	8	291130	Ad Nauseam Tendrils	18590.8	148.07
15058	False	8	291131	Ad Nauseam Tendrils	17138.79	1319.11
15058	False	8	291132	Reanimate	9564.04	92.83
15059	True	8	291144	Miracles	8352.34	272.42
15059	False	8	291142	Painter	4359.25	135.6
15059	False	8	291143	BR Reanimator	5045.68	95.32
15059	False	8	291135	BR Reanimator	5232.94	90.32
15059	False	8	291136	Death  Taxes	1118.88	99.52
15059	False	8	291137	Show and Tell	6108.18	342.38
15059	False	8	291138	Burn	882.29	50.28
1506	True	4	211798	Canadian Thresh	15797.23	292.88
1506	False	4	211799	Mono Black Aggro	854.0	82.7
1506	False	4	211800	Pro Zenith Maverick	10318.24	383.98
1506	False	4	211801	Lands	19220.66	785.18
15060	False	8	291146	CopyCat	493.02	103.92
15060	False	8	291150	Golgari Constrictor	544.25	15.3
15062	True	8	291166	Ug Merfolk	2401.89	82.34
15062	False	8	291165	Deaths Shadow Aggro	3264.71	68.03
15062	False	8	291159	Dredge	2250.98	164.96
15062	False	8	291160	Monored Land Destuction	2180.26	76.13
15062	False	8	291161	Gw Company	3386.63	136.46
15062	False	8	291162	Gw Tron	1223.46	91.05
15062	False	8	291163	Abzan Midrange	1943.95	113.02
15063	True	8	291170	The Rock	763.46	149.83
15063	False	8	291171	Aura Hexproof	852.33	59.12
15063	False	8	291168	Merfolk	1042.32	42.67
15063	False	8	291167	Eldra Tron	460.6	71.03
15063	False	8	291172	Affinity	718.81	91.02
15063	False	8	291173	Burn	1340.2	20.89
15063	False	8	291174	Snow Red	413.45	35.85
15064	True	8	291182	Jund	2920.92	58.12
15064	False	8	291181	Burn	2546.33	80.04
15064	False	8	291178	Bloomless Titan	819.67	71.19
15064	False	8	291180	Scapeshift	3180.04	331.36
15064	False	8	291183	Burn	2863.09	191.08
15064	False	8	291184	Burn	2871.71	140.26
15064	False	8	291179	Deaths Shadow Jund	2808.17	42.68
15064	False	8	291177	Tron Eldrazi	1338.69	67.9
15065	True	3	291187	Uwr 	2250.93	75.87
15065	False	3	291188	Uwr Nahiri	2334.69	72.33
15065	False	3	291185	Melira Company	2680.83	52.99
15066	True	8	291196	Abzan Midrange	1932.16	126.57
15066	False	8	291195	Grixis Shadow	4002.88	86.46
15066	False	8	291192	Blue Tron	1312.12	106.35
15066	False	8	291194	Gw Elves	1882.74	68.65
15066	False	8	291190	Lantern Control	1992.69	144.98
15066	False	8	291193	Naya Burn	2779.33	41.01
15066	False	8	291189	Rg Tron	1331.76	57.2
15067	True	7	291205	Dredge	744.95	125.08
15067	False	7	291204	Valakut	1365.26	21.68
15067	False	7	291197	nan	1520.51	62.89
15067	False	7	291203	Burn	1382.94	33.98
15067	False	7	291202	UW Control	1491.43	189.45
15067	False	7	291198	Hatebear	479.41	135.03
15067	False	7	291199	Instant Reanimator	985.8	33.4
15068	True	4	291206	Food Griffin 	17793.54	188.94
15068	False	4	291207	Burn	734.16	41.14
15068	False	4	291208	12 Post 	11010.68	217.23
15068	False	4	291209	4c Aggro Loam 	14420.14	175.83
15069	True	8	291215	Miracles	16969.53	176.75
15069	False	8	291212	Mud	7974.72	67.52
15069	False	8	291214	Rb Reanimator	9231.9	94.77
15069	False	8	291213	Elves	10265.93	287.0
15069	False	8	291210	Miracles	16844.54	159.35
15069	False	8	291211	Miracles	17725.53	728.74
15069	False	8	291217	Pox	7909.8	683.63
1507	True	4	211802	Boros Landfall	1305.87	73.66
1507	False	4	211803	Boros Landfall	1277.01	57.36
1507	False	4	211804	CawBlade	1678.4	19.96
1507	False	4	211805	CawBlade	1492.07	35.6
15070	True	1	291218	MUD	76529.95	261.34
15071	True	8	291223	CopyCat	213.18	71.86
15071	False	8	291221	CopyCat	214.14	69.77
15071	False	8	291222	Temur Tower	157.99	12.65
15071	False	8	291220	Golgari Constrictor	248.4	13.69
15071	False	8	291219	CopyCat	254.36	45.54
15071	False	8	291225	Rakdos Aggro	215.32	58.02
15071	False	8	291227	nan	239.24	6.43
15073	False	8	291240	Dredge	2620.2	59.52
15073	False	8	291241	Show and Tell	14398.63	282.94
15073	False	8	291242	Storm	19536.34	163.74
15073	False	8	291243	Mono Red Sneak Attack	3510.14	135.85
15073	False	8	291244	Death  Taxes	2355.12	99.52
15073	False	8	291245	Bant	26524.8	191.62
15074	True	4	291252	Naya Burn	2709.64	30.7
15074	False	4	291251	Bant Infect	2641.45	19.38
15074	False	4	291249	4color Zoo	2953.48	54.75
15074	False	4	291250	Kikiknight Chord	3058.63	47.07
15076	True	2	291266	Rafiq Of The Many	5537.52	495.19
15077	True	8	291269	Burn	875.64	22.21
15077	False	8	291273	Infect	9442.19	293.5
15077	False	8	291274	Sultai Control	31474.05	217.66
15077	False	8	291271	Goblins	5193.85	306.02
15077	False	8	291272	Rb Reanimator	15728.73	516.92
15077	False	8	291275	Sneak  Show	12216.18	207.47
15077	False	8	291276	Temur Lands	18313.65	315.97
15078	True	8	291283	CopyCat	213.09	85.47
15078	False	8	291285	Marvelous Energy	249.08	26.76
15078	False	8	291282	Marvelous Energy	200.61	22.02
15078	False	8	291281	CopyCat	228.32	72.94
15078	False	8	291277	CopyCat	209.53	16.29
15079	True	4	291290	Geist	7067.98	950.88
15079	False	4	291287	Gitrog	4579.1	532.91
1508	True	3	211806	Bant CawBlade	2487.03	42.69
1508	False	3	211807	CawBlade	1562.25	17.06
1508	False	3	211808	RUG Control	1885.85	12.17
15080	True	2	291291	Bg Depths	5298.84	207.58
15080	False	2	291292	Sneak And Show	12132.57	314.37
15081	True	8	291300	Deaths Shadow Aggro	3622.31	69.88
15081	False	8	291298	Burn	2668.45	20.92
15081	False	8	291297	Burn	2784.32	20.92
15081	False	8	291296	Deaths Shadow Aggro	3249.94	80.95
15081	False	8	291299	Grishoalbrand	1767.54	216.65
15081	False	8	291293	Lantern Control	1939.38	57.1
15081	False	8	291294	Titanshift	2678.77	305.56
15081	False	8	291295	Unburial Rites Value	1637.63	61.29
15082	False	8	291304	Infect	2613.93	86.19
15082	False	8	291305	Infect	2515.94	67.09
15082	False	8	291301	Affinity	1772.38	317.1
15082	False	8	291308	Bant Eldrazi	1691.22	90.66
15082	False	8	291302	Grishoalbrand	1761.59	216.65
15082	False	8	291303	Snake Scales	1814.25	184.93
15083	True	8	291316	Deaths Shadow	3139.88	66.34
15083	False	8	291315	Jeskai Flash	2223.43	67.85
15083	False	8	291314	Black Tron	1332.66	175.71
15083	False	8	291313	Elves	2257.88	56.68
15083	False	8	291309	Death Cloud	1266.26	44.33
15083	False	8	291312	Naya Blitz	2616.06	31.14
15083	False	8	291311	Tron	1283.19	146.44
15084	False	8	291320	Elves	1990.12	194.46
15084	False	8	291317	Burn	2665.17	66.78
15084	False	8	291321	Company Retreat	2766.06	135.33
15084	False	8	291318	Burn	2761.18	20.88
15084	False	8	291323	Gw Death And Taxes	774.81	72.45
15084	False	8	291324	Jund	2752.79	72.49
15084	False	8	291319	Protect The Geist	2409.88	152.6
15085	True	2	291325	Copycat	416.74	26.69
15085	False	2	291326	Copycat	503.95	108.03
15086	False	8	291334	4c Saheeli	427.62	29.42
15086	False	8	291333	4c Tower	379.89	15.76
15086	False	8	291335	4c Saheeli	448.81	43.34
15086	False	8	291336	Gb Constrictor	468.28	5.87
15086	False	8	291327	Gbr Constrictor	437.5	6.83
15088	True	4	291351	Miracles	16928.94	236.6
15088	False	4	291350	Infect	12018.89	379.18
15088	False	4	291348	Aluren	19544.98	396.57
15089	False	8	291359	Miracles	16927.14	251.8
15089	False	8	291354	Sneak N Show	11695.16	342.38
15089	False	8	291353	Death And Taxes	2243.11	125.93
15089	False	8	291356	Four Color Control	31475.55	217.66
15089	False	8	291355	Maverick	12400.99	186.6
15089	False	8	291352	Tezzerets Painter	14438.22	310.6
1509	True	4	211809	Valakut Ramp	926.09	11.6
1509	False	4	211810	Boros Landfall	1288.15	15.73
1509	False	4	211811	Kozilek CawBlade	1456.58	14.99
1509	False	4	211812	Venser Control	1406.01	18.43
15090	False	4	291365	Brusereyhan	15273.3	1047.07
15090	False	4	291364	Geist Of Saint Traft	6179.04	557.11
15091	False	4	291373	Grixis Control	2964.34	90.03
15091	False	4	291369	Sultai Midrange	3140.95	103.04
15093	True	8	291383	Deaths Shadow 	3141.55	54.19
15093	False	8	291380	Infect	2465.07	39.39
15093	False	8	291381	Eldratron	1633.77	67.93
15093	False	8	291378	Bant Eldrazi	2339.46	50.09
15093	False	8	291379	Bant Eldrazi	1955.88	76.1
15093	False	8	291377	Red Deck Wins	2780.91	29.71
15093	False	8	291376	Dreadge	2210.25	45.82
15094	True	8	291391	Infect	12413.59	330.7
15094	False	8	291387	Tezzerater	23377.32	438.82
15094	False	8	291389	Sneak  Show	15011.89	457.9
15094	False	8	291390	Elves	11825.83	88.19
15094	False	8	291384	Miracles	19302.17	231.72
15094	False	8	291385	Miracles	17076.01	237.07
15094	False	8	291386	Storm	18212.28	110.96
15095	True	4	291393	Lands	13094.05	326.24
15095	False	4	291394	Enchantress	6774.26	100.49
15095	False	4	291396	Manaless Dredge	1729.29	390.98
15096	True	8	291407	Naya Burn 	2531.6	27.93
15096	False	8	291405	Ub Mill	3406.23	124.81
15096	False	8	291406	Bant Eldrazi 	1969.53	57.05
15096	False	8	291404	Infect 	2561.18	65.86
15096	False	8	291403	Abzan Midrange 	2178.21	116.7
15096	False	8	291400	Bant Knightfall 	2787.28	19.53
15096	False	8	291402	Dredge 	2525.95	128.65
15096	False	8	291401	Bant Eldrazi 	2325.35	54.01
15097	True	8	291408	Bant Eldrazi	2834.68	66.26
15097	False	8	291410	Mono Black Devotion	3341.41	94.26
15097	False	8	291414	Affinity	1641.65	190.64
15097	False	8	291415	Bant Eldrazi	2189.45	49.24
15097	False	8	291413	Grixis Control	3189.36	101.61
15097	False	8	291412	Infect	2512.29	53.98
15098	False	8	291422	Temur Tower	368.3	23.34
15098	False	8	291416	4c Saheeli	431.65	47.71
15098	False	8	291427	4c Saheeli	462.14	38.37
15099	True	8	291432	Goblins	4508.29	318.88
15099	False	8	291435	Bg Depths	8541.32	207.81
15099	False	8	291436	4 Color Control	27643.25	149.1
15099	False	8	291439	Death And Taxes	2365.49	197.67
15099	False	8	291438	Dredge	2637.55	112.99
15099	False	8	291437	Omnitell	4618.42	241.64
151	True	8	111648	Rw Goblins	9794.52	321.47
151	False	8	111649	UG Madness	11924.09	135.37
151	False	8	111650	Rw Goblins	9971.35	178.99
151	False	8	111651	W Stax	10957.33	164.22
